source_text,target_text,language_pair,source_file,sheet_name,source_tokens,target_tokens
which term refers to the fact that we see things as having a particular size shape colour and brightness irrespective of the conditions in which they are encountered,yiliphi itemu elikhuluma ngokuthi sibona izinto njengezinto ezinesilinganiso esithile umumo othile umbala othile kanye nokukhanya okuthile ngale kwezimo esihlangabezana nalezinto ngaphansi kwazo,en-zu,englishzulu00493.xlsx,Sheet1,28,22
can think about feelings,usengacabanga ngemizwa,en-zu,englishzulu00955.xlsx,Sheet1,4,2
after completing his phd naicker hopes to continue in academia to transfer the knowledge he has gained to others,emva kokuphothula iziqu zakhe zephd unaicker unethemba lokuthi uzoqhubeka kwezokufunda adlulisele ulwazi lwakhe kwabanye,en-zu,englishzulu00051.xlsx,Sheet1,19,14
naicker who acknowledged his parents and wife for their care and support throughout his studies thanked his supervisors friends and colleagues for their input and assistance with his work and paid tribute to ukzns college of agriculture engineering and science caes sasol and the technology and human resources for industry programme thrip in the department of trade and industry for funding his studies,unaicker ubonge abazali bakhe nonkosikazi wakhe ngokunakekela nokumeseka kwabo ezifundweni zakhe zonke waphinde wabonga nabaluleki bakhe abangani nozakwabo ngokwelekelela kwabo emsebenzini wakhe waphinde wabonga ikolishi yezolimo yezobunjiniyela nezesayensi caes sasol kanye nohlelo itechnology and human resources for industry programme thrip emnyangweni wezohwebo nezezimboni ngokuxhasa izifundo zakhe,en-zu,englishzulu00051.xlsx,Sheet1,63,46
thus this study seeks to explore what is counted as mathematics teaching and learning what is counted as mathematics as well as the nature of dialogue in a calculus lecture room,kulolu cwaningo kusetshenziswe uhlaka lokufundisa izibalo kanye nohlaka lwezinqubo ezisiza abafundi ekubambeni lokho abakufundiswayo ukuze kuhlolisiswe ukuthi yini ethathwa njengokufunda nokufundisa izibalo ekilasini lecalculus,en-zu,EnglishZulu00600 Botshiwe Likwambe.xlsx,Sheet1,31,24
focuses on tasks things when performing the management functions of planning organising and controlling,ukugxila kokwenziwayo izinto uma kwenziwa imisebenzi yokuphatha ngokuhlela ukugqugquzela nokulawula,en-zu,englishzulu00952.xlsx,Sheet1,14,10
the sample is convenience involving three grade mathematics teachers,isampula eliqokiwe likahle libandakanya abafundisi abathathu bemethamethiksi ebangeni le,en-zu,EnglishZulu00657 Henry C.M. Ndlovu.xlsx,Sheet1,9,9
no not at all,cha lutho,en-zu,englishzulu00477.xlsx,Sheet1,4,2
partnershipsworking with industry,ukubambisanaukusebenza nezimboni,en-zu,englishzulu00017.xlsx,Sheet1,3,2
we received orders to march and left camp to the rousing sound of our brass band with everyone cheery and excited at the prospect of what lay ahead,sathola umyalelo wokumasha sae siyifulathela inkambu siphelekezelwa umsindo weqembu lethu lomculo wonke umuntu wayeneme enokujabulela okwakusilindele phambili,en-zu,englishzulu00386.xlsx,Sheet1,28,17
the lecturer responsible for this module is as follows,umfundiso obhekele le mojuli ngu,en-zu,englishzulu00484.xlsx,Sheet1,9,5
the unisa library offers a range of information services and resources,umtapo wolwazi waseunisa unika uchungechunge lolwazi ngezinsizakalo nemithombo,en-zu,englishzulu00481.xlsx,Sheet1,11,8
to learning much inclined,ayekuthand ukufunda,en-zu,englishzulu00954.xlsx,Sheet1,4,2
in phase two of the data collection interviews were used as a qualitative data gathering tool to explain triangulate and strengthen the survey results,esigabeni sesibili sokuqoqa imininingo kusetshenziswe izimposambuzo njengendlela yokuqoqa imininingo yekhwalithethivu okuyithuluzi lokuqoqa ukuze kuchazwe kubuzwe ngokugcwele nanokuqinisa imiphumela yesaveyi,en-zu,EnglishZulu00770 Naicker NK.xlsx,Sheet1,24,19
spiritual wisdom is the most ancient and yet most contemporary of knowledge forms it predates written records and at the same time speaks to the hearts of people of the third millennium,ubuhlakani bezenkolo buyinto endala kakhulu kodwa esasebenza namanje kunazo zonke izinhlobo zolwazi ezikhona budala kunamarekhodi abhaliwe futhi buthinta izinhliziyo zabantu benkulungwanenyaka yesithathu,en-zu,englishzulu00472.xlsx,Sheet1,32,22
we are starting a boxing tournament today he said,siqala umncintiswano womdlalo wesibhakela namuhla washo kanje,en-zu,englishzulu00492.xlsx,Sheet1,9,7
the book can be downloaded from the links,le ncwadi itholakala ngokwenza idownload lapha,en-zu,englishzulu00392.xlsx,Sheet1,8,6
recommendations emphasize the need for collaboration among stakeholders including the department of agriculture south african police service and state information technology agency,izincomo zigcizelela isidingo sokubambisana phakathi kwababambe iqhaza kubandakanya umnyango wezolimo umbutho wamaphoyisa eningizimu afrika nestate information technology agency,en-zu,englishzulu202500019.xlsx,Sheet1,22,18
speak to people on a level that enables them to understand the ramifications of continuing with life as normal,khulumani nabantu ngokwezinga elizokwenza ukuthi baqonde ububi bokuqhubeka nokwenza izinto ngendlela ejwayelekile,en-zu,englishzulu00393.xlsx,Sheet1,19,12
senior appointments,ukuqashwa ezikhundleni eziphezulu,en-zu,englishzulu00953.xlsx,Sheet1,2,3
divide the tutorial matter into sections that can be fitted into the period available e week is a convenient unit and mark your calendar accordingly,hlukanisa udaba lokufundisa ngezigaba ezingafakwa esikhathini esitholakalayo isonto elilodwa iyunithi eyodwa bese umaka ikhalenda lakho ngokufanele,en-zu,englishzulu00489.xlsx,Sheet1,25,16
an mou was also signed with the development studies university in ghana,esinye sisayinwe nenyuvesi yaseghana idevelopment studies university,en-zu,englishzulu00017.xlsx,Sheet1,12,7
it emphasises the role of strategic leadership skills including problemsolving teamwork critical thinking selfawareness and motivational leadership as crucial for driving change in tvet,lugcizelela umsebenzi wobuchule bekhono lobuholi ukubambisana ekuxazululeni izinkinga ikhono lokuhlaziyakucabanga ukuzazi kanye nokuhola ngenxa yokubaluleka kokuletha uguquko kumatvet,en-zu,englishzulu202500054.xlsx,Sheet1,24,18
the baby starts to become aware of sounds and orienting herself to a voice,umntwana uyaqala ukunaka imisindo nokuzijwayeza izwi elithile,en-zu,englishzulu00955.xlsx,Sheet1,14,7
the brothers are to fast from the feast of all saints until the nativity of the lord during lent and every friday,abazalwane kufanele bazile kusukela emkhosini wabo bonke abangcwele kuze kube ukuzalwa kwenkosi ngesikhathi selente nangolwesihlanu njalo,en-zu,englishzulu00475.xlsx,Sheet1,22,16
know that you are playing an important role in strengthening this field of study,yazini ukuthi nineqhaza elimqoka ekuthuthukiseni lo mkhakha,en-zu,englishzulu00363.xlsx,Sheet1,14,7
catherines spiritual testimony is found in the dialogue,ubufakazi bukacatherine obungokomoya butholakala kudialogue,en-zu,englishzulu00476.xlsx,Sheet1,8,5
o using new tools and services to engage researchers,o ukuxhumana nabacwaningi ngezindlela ezintsha zokusebenzisana,en-zu,englishzulu00366.xlsx,Sheet1,9,6
the recommended literature for this module indicated in this tutorial letter and,nemibhalo yale mojuli ebalulwe kule ncwadi yethuthoriyali kanye,en-zu,englishzulu00470.xlsx,Sheet1,12,8
the second assignment weighs of the final mark,eyesibili inesisindo esingama wemaki lokugcina,en-zu,englishzulu00468.xlsx,Sheet1,8,5
the study was conducted in kwazulu natal within ethekwini municipality,ucwaningo lwenziwe kwazulunatali kwamasipala wasethekwini,en-zu,EnglishZulu00889 Tony CS Ngwenya.xlsx,Sheet1,10,5
the marxian influence on this terminology should not however make us dismiss the contextual approach as a communist plot,kodwake umthelela kamarx kuleli temu akufanele usenze sishaye indiva indlela yezesimo njengendlela eseka ukulingana kwabantu emiphakathini,en-zu,englishzulu00471.xlsx,Sheet1,19,16
the study identified the absence of comprehensive scholarship that specifically examines womens role in relation to each pillar of the post conflict process,ucwaningo luhlonze ukugqoza kocwaningo olugxile ngqo ekuhloleni iqhaza labesifazane uma kuqhathaniswa nensika ngayinye yokwenziwa emveni kwezinxushunxushu,en-zu,EnglishZulu00852 Shulika.xlsx,Sheet1,23,16
during staff and students across our disciplines contributed their expertise and assistance to support our internal constituency as well as the broader community in a variety of ways,ngonyaka wezi abasebenzi nabafundi bayo yonke imikhakha banikele ngobungoti babo beseka umphakathi wangaphakathi nomphakathi wonkana ngezindlela ezihlukene,en-zu,englishzulu00496.xlsx,Sheet1,28,17
the primary focus of the project is to promote the sustainable commercialization of four horticultural cooperative farms led and owned by black women and located in three districts in the province namely ilembe ethekwini and umgungundlovu,umsebenzi ugxile ekukhuthazeni ukusimama kwezohwebo lwezitshalo emafamu amane aholwa aphinde aphathwe abantu besimame abansundu abahlala ezifundeni ezintathu esifundazweni okubalwa kuzo ilembe ethekwini kanye nasemgungundlovu,en-zu,englishzulu00115.xlsx,Sheet1,36,24
the full details of the internet reference url details should be given,imininingwane ephelele kumele unike imininingwane yeurl,en-zu,englishzulu00483.xlsx,Sheet1,12,6
she won the women in tech innovations throughout africa award for southern and central africa,waklonyeliswa ngendondo iwomen in tech innovations throughout africa award for southern and central africa,en-zu,englishzulu00416.xlsx,Sheet1,15,14
it is premised on the assumption that teachers will not seamlessly adopt all that the official curriculum requires of them but will adapt the curriculum,okwehlukanisa kwenhloso yokufundisa isifundo sezezwe kanye nonewmann nabanye emayelana nemiqondomisuka yokusebenza ehlakaniphile,en-zu,englishzulu202500027.xlsx,Sheet1,25,12
mother handing ball to daughter,umama enikeza ibhola kundodakazi,en-zu,englishzulu00415.xlsx,Sheet1,5,4
o wwwyoutubecom search for mind mapping and you will find a number of video resources on how to make mind maps,o wwwyoutubecom uma ufuna umdwebokucabanga uyohlangana namavidiyo amaningi achaza ukuthi ungawenza kanjani umdwebokucabanga,en-zu,englishzulu00954.xlsx,Sheet1,21,13
go to ukzn website,ngena kwisizindalwazi sasekzn,en-zu,englishzulu00380.xlsx,Sheet1,4,3
count in thirds place your pencil on the numbers as you are counting,bala ngokokuthathu beka ipeni lakho ezinombolweni njengoba ubala,en-zu,englishzulu00200.xlsx,Sheet1,13,8
have you ever been found guilty of or convicted of a criminal offence,sewake watholwa unecala noma waboshelwa isenzo sobulelesi,en-zu,englishzulu00055.xlsx,Sheet1,13,7
genuine acts of caring uplift the spirits and draw people forward,izenzo zangempela zokukhathalela abanye ziyawukhuthaza umoya futhi ziqhubekisele abantu bambili,en-zu,englishzulu00952.xlsx,Sheet1,11,10
special operating license,ilayesensi yokusebenza ekhethekile,en-zu,englishzulu00951.xlsx,Sheet1,3,3
this qualitative study relied on semistructured interviews with respondents whose narrated travel reports were evaluated thematically and analysed in relation to literature in the field of diasporic tourism personal heritage tourism and the tourismmigration nexus,lolu cwaningo oluyikhwalithethivu luncike ezinhlololwazini zababambiqhaza abangama izindaba eziyimibiko yezinkambo zabo zihlolwe ngokwezindikimba zahlaziywa ngokwemibhalo yomunxa wezokuhambela kwasebehlakazeke emazweni ukuhambela komuntu ngobugugu nobudlelwano kokuhambelasakuthutha,en-zu,EnglishZulu00833 Rosalie Clarke.xlsx,Sheet1,35,24
whether the trauma is a natural one such as a pandemic fire tornado earthquake or flood or whether the trauma is a personal loss such as a death in the family children may often respond with similar kinds of emotions to those experienced by adults such as fear or anxiety and they need additional support from people who love them,noma ngabe ukuthikamezeka okungokwemvelo njengobhubhane umlilo isiphepho ukuzamazama komhlaba noma uzamcolo noma ngabe ukuthikamezeka kokulahlekelwa nguumuntu osondelene naye njengokufa emndenini izingane zivame ukuphendula ngemizwa efanayo nale ezwiwa abantu abadala njengokwesaba noma ukukhathazeka futhi zidinga ukwesekelwa okwengeziwe kubantu abazithandayo,en-zu,englishzulu00958.xlsx,Sheet1,60,38
there is space for everyone in this field and you can shape the community she said,kunendawo yawo wonke umuntu kulo mkhakha kanti wonke umuntu angaba neqhaza ekwakheni umphakathi kusho yena,en-zu,englishzulu00227.xlsx,Sheet1,16,15
consistent with the mandatory and legislated terminology development processes the ulpdo working with the pan south african language board pansalb as required by law successfully organized the consultation verification and standardization workshops,ngokuhambisana nemithetho ebekiwe yokuthuthukiswa kwamatemu iulpdo isebenza ngokubambisana nepansalb njekobeka komthetho seyibambe imihlangano yokwakha amatemu eyimpumelelo,en-zu,englishzulu00162.xlsx,Sheet1,32,16
it is great to have industry support for our students in their educational development,kuhle ukwesekwa kwabafundi yizinkampani ezikule ndima ukuze bathuthuke ezifundweni zabo,en-zu,englishzulu00321.xlsx,Sheet1,14,10
it is unnecessary to discuss in detail the pros and cons pertaining to written sources as the only authenlic material for historiography,akudingekile ukuthi kuxoxiswane ngoku ningiliziwe nobuhle nobubi obuphathelene nemithombo ebhaliwe njengokuphela kwento ebusayo yomlando wabo,en-zu,englishzulu00494.xlsx,Sheet1,22,15
we cannot ignore however that students also bring their historied bodies and their gendered beings into our universities,kodwa ngeke senze sengathi asiboni ukuthi izitshudeni emanyuvesi ethu ziza nomlando wemizimba neyobulili bazo,en-zu,englishzulu00229.xlsx,Sheet1,18,14
separation from parents caregivers and friends,ukususwa kubazali abanakekeli nabangani,en-zu,englishzulu00955.xlsx,Sheet1,6,4
words maryann francis,amagama ngumaryann francis,en-zu,englishzulu00432.xlsx,Sheet1,3,3
welcome to the induction programme for executive members of the public transport industry,wamukelekile ohlelweni lokwamukela ngokusemthethweni lwamalungu esigungu esiphezulu embonini yezokuthuthwa komphakathi,en-zu,englishzulu00952.xlsx,Sheet1,13,10
ukznorganised forum provides platform for kzn health mecs response to life esidimeni tragedy,ekhuluma emcimbini obuhlelwe iukzn wokunikeza ikzn ithuba lokuphawula ngenhlekelele yasesidimeni egauteng lapho kwashona khona iziguli ezingama ngenxa yobudedengu nokungaphathwa ngendlela udhlomo uxolisile ngale nhlekelele,en-zu,englishzulu00008.xlsx,Sheet1,13,24
